isin,wkn,name,fundProvider,quote,quote52Low,quote52High,ytdReturnCUR,fees,yearVolatilityCUR,fundCurrency,threeMonthReturnCUR,monthReturnCUR,sixMonthReturnCUR,inceptionDate,ticker,yearReturnCUR,domicileCountry,weekReturnCUR,yearReturn1CUR,quoteDate,currencyRisk,UCITSCompliance,securitiesLending
LU0446734369,A0X97R,UBS ETF (LU) MSCI EMU Value UCITS ETF (EUR) A-dis,UBS ETF,38.63,31.12,40.85,0.0415,0.0025,0.1783,EUR,0.0472,-0.0642,0.1405,10/2/2009,UIME,0.0463,Luxembourg,-0.0156,-0.0505,3/21/2023,Currency unhedged,Yes,Yes
DE000ETFL599,ETFL59,Deka MSCI EUR Corporates Climate Change ESG UCITS ETF,Deka ETFs,85.71,81.89,94.08,0.0216,0.0018,0.0692,EUR,0.0121,0.0054,0.0122,11/2/2021,D6RA,-0.0855,Germany,0.0026,-0.1538,3/21/2023,Currency unhedged,Yes,No
LU1437015735,A2ATYJ,Amundi ETF MSCI Europe UCITS ETF DR,Amundi ETF,78.13,66.23,80.65,0.0491,0.0015,0.161,EUR,0.0508,-0.0432,0.1073,6/29/2016,A4HZ,0.0096,Luxembourg,0.0022,-0.0925,3/21/2023,Currency unhedged,Yes,Yes
LU1737652310,A2H9QZ,Amundi Index MSCI Europe UCITS ETF DR EUR (D),Amundi ETF,56.39,49.53,58.52,0.0452,0.0015,0.1605,EUR,0.047,-0.0467,0.1031,12/19/2017,10AI,0.0059,Luxembourg,-0.0014,-0.0924,3/21/2023,Currency unhedged,Yes,Yes
DE000ETFL284,ETFL28,Deka MSCI Europe UCITS ETF,Deka ETFs,15.11,13.01,15.7,0.0419,0.003,0.159,EUR,0.0441,-0.0485,0.0982,6/9/2009,EL42,0.0016,Germany,-0.002,-0.098,3/21/2023,Currency unhedged,Yes,Yes
IE00B5BD5K76,A1CY17,HSBC MSCI Europe UCITS ETF EUR,HSBC ETF,15.42,13.13,15.85,0.0412,0.001,0.1602,EUR,0.0434,-0.0499,0.0986,6/1/2010,H4ZE,0.0014,Ireland,-0.0053,-0.0926,3/21/2023,Currency unhedged,Yes,Yes
IE00B60SWY32,A0RGCM,Invesco MSCI Europe UCITS ETF,Invesco,281.13,239.91,291.79,0.044,0.0019,0.161,EUR,0.0457,-0.0476,0.1014,3/23/2009,SC0E,0.0034,Ireland,-0.0026,-0.0936,3/21/2023,Currency unhedged,Yes,No
IE00B4K48X80,A0RPWG,iShares Core MSCI Europe UCITS ETF EUR (Acc),iShares,65.57,55.86,67.97,0.0452,0.0012,0.1619,EUR,0.0469,-0.0467,0.1029,9/25/2009,EUNK,0.0056,Ireland,-0.0017,-0.0942,3/21/2023,Currency unhedged,Yes,Yes
IE00B1YZSC51,A0MZWQ,iShares Core MSCI Europe UCITS ETF EUR (Dist),iShares,27.88,23.93,28.91,0.0454,0.0012,0.162,EUR,0.047,-0.0464,0.1031,7/6/2007,IQQY,0.0059,Ireland,-0.0015,-0.0971,3/21/2023,Currency unhedged,Yes,Yes
FR0010261198,A0JDGC,Lyxor MSCI Europe (DR) UCITS ETF - Acc,Lyxor ETF,155.02,132.39,161.02,0.044,0.0025,0.1849,EUR,0.0457,-0.0476,0.1009,1/9/2006,LYY5,0.0026,France,-0.0024,-0.0945,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0Q14,A1191Q,SPDR MSCI Europe UCITS ETF,SPDR ETF,258.35,220,267.4,0.0487,0.0025,0.1606,EUR,0.0505,-0.0431,0.1058,12/5/2014,SPYE,0.0076,Ireland,0.0021,-0.094,3/21/2023,Currency unhedged,Yes,Yes
LU0446734104,A0X97P,UBS ETF (LU) MSCI Europe UCITS ETF (EUR) A-dis,UBS ETF,73.34,63.05,76.16,0.0435,0.002,0.1601,EUR,0.0453,-0.0481,0.101,10/5/2009,UIMA,0.0035,Luxembourg,-0.0032,-0.0933,3/21/2023,Currency unhedged,Yes,Yes
LU0274209237,DBX1ME,Xtrackers MSCI Europe UCITS ETF 1C,Xtrackers,74.78,64.22,77.8,0.0432,0.0012,0.1897,USD,0.0416,-0.049,0.1006,1/10/2007,DBXA,0.0004,Luxembourg,-0.0054,-0.0959,3/21/2023,Currency unhedged,Yes,Yes
LU1242369327,DBX0P1,Xtrackers MSCI Europe UCITS ETF 1D,Xtrackers,63.54,55,67.57,0.0426,0.0012,0.1895,USD,0.041,-0.0495,0.1001,9/30/2015,XIEE,-0.0003,Luxembourg,-0.0059,-0.0959,3/21/2023,Currency unhedged,Yes,Yes
LU1600334798,A2DQDG,UBS ETF (LU) MSCI Europe UCITS ETF (hedged to EUR) A-acc,UBS ETF,13.23,11.23,13.75,0.0423,0.003,0.1559,EUR Hedged,0.0474,-0.0488,0.1078,6/21/2017,UIMF,0.0108,Luxembourg,-0.0031,-0.0868,3/21/2023,Currency hedged,Yes,Yes
LU1184092051,DBX0PW,Xtrackers MSCI Europe UCITS ETF 2C USD hedged,Xtrackers,13.08,11.51,13.71,0.0444,0.003,0.1564,USD Hedged,0.0444,-0.0493,0.0529,2/27/2015,XEOU,0.0721,Luxembourg,-0.0015,-0.0032,3/21/2023,Currency hedged,Yes,Yes
FR0010688176,A0REJZ,Amundi ETF MSCI Europe Banks UCITS ETF EUR (C),Amundi ETF,88.57,69.02,100.47,0.0305,0.0025,0.2413,EUR,0.0401,-0.1288,0.0953,12/9/2008,18M3,0.0886,France,-0.047,0.013,3/21/2023,Currency unhedged,Yes,No
LU2130768844,A2P6NH,Amundi MSCI Europe Climate Transition CTB UCITS ETF DR (C),Amundi ETF,64.19,55.6,67.56,0.0449,0.0018,0.1688,EUR,0.0414,-0.0483,0.0834,6/25/2020,ACU4,-0.0079,Luxembourg,-0.0257,-0.1263,3/17/2023,Currency unhedged,Yes,Yes
DE000ETFL565,ETFL56,Deka MSCI Europe Climate Change ESG UCITS ETF,Deka ETFs,13.86,11.84,14.56,0.0498,0.0025,0.1676,EUR,0.0514,-0.044,0.1046,6/26/2020,D6RR,-0.0241,Germany,0.0029,-0.1442,3/21/2023,Currency unhedged,Yes,No
LU2182388319,A2P6TM,Amundi MSCI Europe Climate Paris Aligned PAB UCITS ETF DR (C),Amundi ETF,64.62,55.93,68,0.0455,0.0018,0.1697,EUR,0.0416,-0.0483,0.084,6/25/2020,XAMH,-0.0094,Luxembourg,-0.0255,-0.1299,3/17/2023,Currency unhedged,Yes,Yes
IE00BP2C0316,A3CRZZ,HSBC MSCI Europe Climate Paris Aligned UCITS ETF EUR Acc,HSBC ETF,19.05,16.23,19.64,0.049,0.0015,0.167,EUR,0.0513,-0.0398,0.103,8/5/2021,HPAE,-0.0208,Ireland,0.0037,-0.1315,3/21/2023,Currency unhedged,Yes,No
IE00BYTH5487,A3C9ER,SPDR MSCI Europe Climate Paris Aligned UCITS ETF Acc EUR,SPDR ETF,10.35,8.84,10.69,0.0481,0.0015,0.1655,EUR,0.0502,-0.0394,0.1022,3/4/2022,SPF5,-0.0219,Ireland,0.0039,,3/21/2023,Currency unhedged,Yes,No
IE00BN4Q0933,A2QNQM,UBS ETF (IE) MSCI Europe Climate Paris Aligned UCITS ETF (EUR) A-acc,UBS ETF,12.71,10.82,13.09,0.0501,0.0018,0.1667,EUR,0.0528,-0.0383,0.1046,3/9/2021,AW13,-0.0203,Ireland,0.0048,-0.1326,3/21/2023,Currency unhedged,Yes,No
IE00BL6K8C82,A3CPAH,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Acc),iShares,4.89,4.2,5.08,0.0455,0.0015,0.1672,EUR,0.0477,-0.0436,0.0928,7/27/2021,CBUA,-0.0321,Ireland,0.0021,-0.1381,3/21/2023,Currency unhedged,Yes,No
IE000HH3SU50,A3CRWC,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Dist),iShares,4.94,4.01,5.35,0.0292,0.0015,0.2215,EUR,0.0335,-0.0554,0.1151,7/27/2021,6RF0,0.002,Ireland,-0.0314,-0.1028,3/17/2023,Currency unhedged,Yes,No
IE00BKWQ0N82,A1191X,SPDR MSCI Europe Communication Services UCITS ETF,SPDR ETF,58.44,49.57,62.27,0.1304,0.0018,0.1416,EUR,0.1352,-0.0106,0.0942,12/5/2014,SPYT,-0.0129,Ireland,0.0054,-0.1203,3/21/2023,Currency unhedged,Yes,Yes
LU0292104030,DBX1ST,Xtrackers MSCI Europe Communication Services ESG Screened UCITS ETF 1C,Xtrackers,68.47,57.21,71.91,0.1517,0.002,0.1419,EUR,0.1568,0.0078,0.115,6/29/2007,DXSG,0.0054,Luxembourg,0.0117,-0.1186,3/21/2023,Currency unhedged,Yes,No
IE00BMW42298,A2QBZ7,iShares MSCI Europe Consumer Discretionary Sector UCITS ETF EUR (Acc),iShares,6.2,4.75,6.46,0.131,0.0018,0.2484,EUR,0.1373,-0.0377,0.2067,11/17/2020,ESIC,0.1125,Ireland,0.0016,-0.1662,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0C77,A1191M,SPDR MSCI Europe Consumer Discretionary UCITS ETF,SPDR ETF,163.7,125.5,170.4,0.1305,0.0018,0.2465,EUR,0.1372,-0.0377,0.2072,12/5/2014,SPYR,0.1123,Ireland,0.003,-0.1661,3/21/2023,Currency unhedged,Yes,Yes
IE00BNKF6C99,DBX0AB,Xtrackers MSCI Europe Consumer Discretionary ESG Screened UCITS ETF 1C,Xtrackers,58.24,44.65,60.49,0.138,0.002,0.2464,EUR,0.144,-0.034,0.2075,6/29/2021,XZEC,0.1123,Ireland,0.0089,-0.1731,3/21/2023,Currency unhedged,Yes,No
IE00BMW42074,A2QBZ2,iShares MSCI Europe Consumer Staples Sector UCITS ETF EUR (Acc),iShares,5.6,5.22,5.9,0.0313,0.0018,0.1343,EUR,0.0313,-0.0018,0.0294,11/17/2020,ESIS,0.0108,Ireland,0.0145,-0.092,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0D84,A1191N,SPDR MSCI Europe Consumer Staples UCITS ETF,SPDR ETF,221.25,206.58,233.53,0.03,0.0018,0.1338,EUR,0.0289,-0.0037,0.0274,12/5/2014,SPYC,0.0094,Ireland,0.0137,-0.0836,3/21/2023,Currency unhedged,Yes,Yes
LU0292105359,DBX1FB,Xtrackers MSCI Europe Consumer Staples ESG Screened UCITS ETF 1C,Xtrackers,154,141.78,162.18,0.033,0.002,0.1435,EUR,0.0327,-0.0052,0.0304,7/3/2007,DXSK,0.0026,Luxembourg,0.0247,-0.1086,3/21/2023,Currency unhedged,Yes,No
IE00BZ0PKV06,A14YPB,iShares Edge MSCI Europe Multifactor UCITS ETF,iShares,7.46,6.33,7.91,0.0576,0.0045,0.1594,EUR,0.0592,-0.043,0.1021,9/4/2015,IBC0,-0.059,Ireland,-0.0054,-0.1659,3/21/2023,Currency unhedged,Yes,Yes
IE00BG13YL86,A2JDDF,iShares Edge MSCI Europe Multifactor UCITS ETF EUR (Dist),iShares,5.5,4.71,6.03,0.0607,0.0045,0.1582,EUR,0.0627,-0.0407,0.1055,2/23/2018,IS0V,-0.0551,Ireland,-0.0018,-0.16,3/21/2023,Currency unhedged,Yes,Yes
FR0010930644,A1C7AK,Amundi ETF MSCI Europe Energy UCITS ETF EUR (C),Amundi ETF,322.25,273.47,359.35,-0.0488,0.0025,0.2901,EUR,-0.0466,-0.1052,0.0314,10/5/2010,AMEE,0.1558,France,-0.0525,0.3609,3/21/2023,Currency unhedged,Yes,No
IE00BMW42637,A2QBZ1,iShares MSCI Europe Energy Sector UCITS ETF EUR (Acc),iShares,9.43,7.98,10.51,-0.0465,0.0018,0.295,EUR,-0.0445,-0.1039,0.0348,11/18/2020,ESIE,0.1625,Ireland,-0.0504,0.3538,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0F09,A1191P,SPDR MSCI Europe Energy UCITS ETF,SPDR ETF,175.69,147.67,195.85,-0.045,0.0018,0.2928,EUR,-0.0424,-0.105,0.0358,12/5/2014,SPYN,0.1696,Ireland,-0.0534,0.3764,3/21/2023,Currency unhedged,Yes,Yes
IE00BQN1K901,A12DPP,iShares Edge MSCI Europe Value Factor UCITS ETF,iShares,7.33,6.21,7.77,0.036,0.0025,0.1709,EUR,0.039,-0.0649,0.086,1/16/2015,CEMS,0.0042,Ireland,-0.0177,-0.0505,3/21/2023,Currency unhedged,Yes,Yes
IE00BG13YH41,A2JDDC,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Dist),iShares,5.26,4.52,5.58,0.0361,0.0025,0.1675,EUR,0.0382,-0.0651,0.0862,2/23/2018,IS0T,0.0045,Ireland,-0.019,-0.0447,3/21/2023,Currency unhedged,Yes,Yes
LU0486851024,DBX0FK,Xtrackers MSCI Europe Value UCITS ETF 1C,Xtrackers,27.21,23.01,28.79,0.0357,0.0015,0.1699,EUR,0.0385,-0.0658,0.0854,3/26/2010,D5BL,0.0038,Luxembourg,-0.018,-0.0466,3/21/2023,Currency unhedged,Yes,Yes
LU1681042609,A2H567,Amundi Index MSCI Europe ESG Broad CTB UCITS ETF DR EUR (C),Amundi ETF,278.08,238.49,287.95,0.0427,0.0012,0.1636,EUR,0.043,-0.0463,0.0911,3/22/2018,CEUG,-0.0245,Luxembourg,-0.0003,-0.1162,3/21/2023,Currency unhedged,Yes,Yes
IE000TI21P14,A3CYEU,Invesco MSCI Europe ESG Climate Paris Aligned UCITS ETF Acc,Invesco,4.35,3.73,4.6,0.0487,0.0016,0.181,EUR,0.0487,-0.0422,0.0884,12/6/2021,PAUE,-0.0507,Ireland,0.0047,-0.173,3/21/2023,Currency unhedged,Yes,No
LU2056738490,LYX05G,Lyxor MSCI Europe ESG Climate Transition CTB (DR) UCITS ETF - Acc,Lyxor ETF,29.74,25.32,30.91,0.0533,0.0015,0.1857,EUR,0.0552,-0.0338,0.1043,4/2/2020,LYY9,-0.0335,Luxembourg,0.0082,-0.1445,3/21/2023,Currency unhedged,Yes,No
IE00BHZPJ783,A2PCB5,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Acc),iShares,6.25,5.37,6.48,0.0422,0.0012,0.1676,EUR,0.0457,-0.0448,0.0899,4/16/2019,EDM6,-0.0222,Ireland,0.0032,-0.1292,3/21/2023,Currency unhedged,Yes,No
IE00BHZPJ676,A2PDNW,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Dist),iShares,5.93,5.09,6.22,0.0395,0.0012,0.1663,EUR,0.0432,-0.0477,0.0875,3/12/2019,EMNU,-0.0243,Ireland,0,-0.1243,3/21/2023,Currency unhedged,Yes,No
LU1291099718,A2AL1V,BNP Paribas Easy MSCI Europe ESG Filtered Min TE UCITS ETF,BNP Paribas Easy,12.82,11.08,13.46,0.0448,0.0015,0.1621,EUR,0.0448,-0.0475,0.0846,2/12/2016,EEUX,0.0047,Luxembourg,-0.0368,-0.1166,3/16/2023,Currency unhedged,Yes,No
LU1940199711,LYX99A,Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF - Acc,Lyxor ETF,28.26,23.72,29.02,0.0478,0.002,0.1819,EUR,0.0482,-0.0469,0.1053,2/12/2019,LEAD,-0.0054,Luxembourg,-0.0007,-0.1193,3/21/2023,Currency unhedged,Yes,No
LU1940199984,LYX1LS,Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF - Monthly Hedged to EUR - Acc,Lyxor ETF,20.32,17.56,21.59,0.0373,0.0025,0.1688,EUR Hedged,0.0389,-0.0571,0.0878,5/7/2021,BUN5,0.0005,Luxembourg,-0.0328,-0.1124,3/17/2023,Currency hedged,Yes,No
LU2109787478,A2PZDA,Amundi MSCI Europe ESG Leaders Select UCITS ETF DR (C),Amundi ETF,72.28,61.09,74.89,0.0527,0.0015,0.1631,EUR,0.0532,-0.0432,0.1105,5/15/2020,SADE,0.0031,Luxembourg,0.0031,-0.1158,3/21/2023,Currency unhedged,Yes,No
IE00BFNM3D14,A2N48D,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),iShares,6.87,5.85,7.13,0.0463,0.0012,0.1637,EUR,0.0479,-0.0478,0.1024,10/19/2018,SLMC,-0.0059,Ireland,0,-0.1196,3/21/2023,Currency unhedged,Yes,No
IE00BFNM3F38,A2N48E,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),iShares,6.19,5.32,6.43,0.0462,0.0012,0.1636,EUR,0.048,-0.0483,0.1011,10/19/2018,SLMD,-0.0056,Ireland,0,-0.1191,3/21/2023,Currency unhedged,Yes,No
IE00BNC0M681,A3CM9S,UBS ETF (IE) MSCI Europe ESG Universal Low Carbon Select UCITS ETF (EUR) A-acc,UBS ETF,16.29,13.92,16.89,0.0403,0.0012,0.1643,EUR,0.0417,-0.051,0.0929,7/20/2021,AW1G,-0.0172,Ireland,-0.0056,-0.1241,3/21/2023,Currency unhedged,Yes,No
LU2109786744,A2PZC6,Amundi MSCI Europe ESG Universal Select UCITS ETF DR (C),Amundi ETF,70.9,59.98,73.24,0.0546,0.0015,0.1646,EUR,0.056,-0.0418,0.1095,5/28/2020,SBIE,0.0019,Luxembourg,0.003,-0.1137,3/21/2023,Currency unhedged,Yes,Yes
IE00BJQRDL90,A2PHLN,Invesco MSCI Europe ESG Universal Screened UCITS ETF Acc,Invesco,51.9,44.14,53.71,0.0495,0.0016,0.1639,EUR,0.0508,-0.044,0.1037,6/13/2019,ESGE,-0.0097,Ireland,0.001,-0.123,3/21/2023,Currency unhedged,Yes,No
FR0010821819,A0YF2V,Amundi ETF MSCI Europe ex EMU UCITS ETF EUR (C),Amundi ETF,303.95,276.44,325.5,0.012,0.003,0.1462,EUR,0.0151,-0.0511,0.0451,1/15/2010,540H,-0.0369,France,-0.0059,-0.0674,3/21/2023,Currency unhedged,Yes,No
DE000ETFL458,ETFL45,Deka MSCI Europe ex EMU UCITS ETF,Deka ETFs,154.96,142.29,170.54,0.0057,0.003,0.1453,EUR,0.0087,-0.0563,0.0424,2/10/2015,ELF5,-0.0367,Germany,-0.005,-0.0689,3/21/2023,Currency unhedged,Yes,Yes
LU1681044308,A2H572,Amundi MSCI Europe ex Switzerland ESG Leaders UCITS ETF DR (C),Amundi ETF,262.21,223.76,279.1,0.0397,0.0015,0.1692,EUR,0.0387,-0.0574,0.0973,1/31/2018,X13Z,0.016,Luxembourg,-0.0352,-0.0864,3/17/2023,Currency unhedged,Yes,No
LU1681043326,A2H58L,Amundi ETF MSCI Europe ex UK UCITS ETF DR EUR,Amundi ETF,38.52,32.01,39.49,0.0495,0.0012,0.1696,EUR,0.0518,-0.0482,0.1166,3/22/2018,10AQ,0.0013,Luxembourg,-0.004,-0.1231,3/21/2023,Currency unhedged,Yes,Yes
IE00BYX5K108,A2AN46,Invesco MSCI Europe ex-UK UCITS ETF,Invesco,30.61,25.44,31.36,0.0507,0.002,0.1692,EUR,0.0533,-0.0473,0.1176,6/7/2017,MXUK,0.0017,Ireland,-0.0027,-0.1237,3/21/2023,Currency unhedged,Yes,No
IE00B14X4N27,A0J204,iShares MSCI Europe ex-UK UCITS ETF,iShares,38.49,32.44,39.92,0.0492,0.004,0.1688,EUR,0.0516,-0.0482,0.1156,6/2/2006,IQQU,0.0006,Ireland,-0.0037,-0.127,3/21/2023,Currency unhedged,Yes,Yes
IE00BMDBMW94,A2QGU2,Invesco MSCI Europe Ex UK ESG Universal Screened UCITS ETF Acc,Invesco,47.08,39.36,48.63,0.0566,0.0016,0.1728,EUR,0.0583,-0.043,0.1222,3/10/2021,ESGX,-0.0028,Ireland,0.0006,-0.1392,3/21/2023,Currency unhedged,Yes,No
IE00BMW42306,A2QBZ4,iShares MSCI Europe Financials Sector UCITS ETF EUR (Acc),iShares,6.71,5.51,7.42,0.0062,0.0018,0.2102,EUR,0.0141,-0.1097,0.0639,11/18/2020,ESIF,0.0172,Ireland,-0.0385,-0.0301,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0G16,A1191R,SPDR MSCI Europe Financials UCITS ETF,SPDR ETF,62.97,51.68,69.49,0.0069,0.0018,0.2076,EUR,0.0157,-0.109,0.0656,12/5/2014,SPYZ,0.0181,Ireland,-0.0376,-0.0264,3/21/2023,Currency unhedged,Yes,Yes
LU0292103651,DBX1SF,Xtrackers MSCI Europe Financials ESG Screened UCITS ETF 1C,Xtrackers,38.23,31.07,41.87,0.0159,0.002,0.2075,EUR,0.0247,-0.1014,0.0754,6/26/2007,XS7R,0.0264,Luxembourg,-0.0325,-0.0275,3/21/2023,Currency unhedged,Yes,No
LU1681042435,A2H57Q,Amundi ETF MSCI Europe Growth UCITS ETF,Amundi ETF,269.67,234.56,282.41,0.0605,0.0035,0.1798,EUR,0.0489,-0.0337,0.0936,1/31/2018,X135,-0.0127,Luxembourg,-0.0205,-0.1795,3/17/2023,Currency unhedged,Yes,No
FR0010688192,A0REJ2,Amundi ETF MSCI Europe Healthcare UCITS ETF EUR (C),Amundi ETF,340.78,312.5,386.38,-0.0064,0.0025,0.1453,EUR,-0.0037,-0.0318,0.0498,12/9/2008,18M6,-0.0411,France,0.0104,-0.0445,3/21/2023,Currency unhedged,Yes,No
IE00BMW42181,A2QBZ0,iShares MSCI Europe Health Care Sector UCITS ETF EUR (Acc),iShares,5.85,5.36,6.62,-0.0085,0.0018,0.1462,EUR,-0.0051,-0.0333,0.0469,11/17/2020,ESIH,-0.0413,Ireland,0.0087,-0.0457,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0H23,A1191S,SPDR MSCI Europe Health Care UCITS ETF,SPDR ETF,185.43,170.21,210.32,-0.0074,0.0018,0.1448,EUR,-0.0048,-0.0327,0.0483,12/5/2014,SPYH,-0.0417,Ireland,0.0095,-0.0446,3/21/2023,Currency unhedged,Yes,Yes
LU0292103222,DBX1SH,Xtrackers MSCI Europe Health Care ESG Screened UCITS ETF 1C,Xtrackers,186.58,172.21,212.12,-0.0074,0.002,0.1463,EUR,-0.0048,-0.0328,0.0428,6/26/2007,DXSE,-0.0465,Luxembourg,0.0106,-0.0571,3/21/2023,Currency unhedged,Yes,No
LU1681041973,A2H57N,Amundi MSCI Europe High Dividend Factor UCITS ETF EUR (C),Amundi ETF,149.8,131.17,155.27,0.0186,0.0023,0.1409,EUR,0.0232,-0.0442,0.0759,1/31/2018,EHF1,0.0112,Luxembourg,-0.0028,0.0109,3/21/2023,Currency unhedged,Yes,No
IE00BYYHSM20,A2DRG4,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),iShares,5.35,4.68,5.59,0.0537,0.0028,0.1513,EUR,0.0558,-0.0364,0.1031,6/12/2017,QDVX,0.0444,Ireland,0.0057,0.0006,3/21/2023,Currency unhedged,Yes,Yes
IE00BMW42520,A2QBZ6,iShares MSCI Europe Industrials Sector UCITS ETF EUR (Acc),iShares,5.28,4.13,5.43,0.0901,0.0018,0.2106,EUR,0.0947,-0.028,0.2121,5/14/2021,ESIN,-0.0057,Ireland,0.0058,-0.169,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0J47,A1191T,SPDR MSCI Europe Industrials UCITS ETF,SPDR ETF,243.55,190.43,250.18,0.0905,0.0018,0.2096,EUR,0.0941,-0.0276,0.2122,12/5/2014,SPYQ,-0.0067,Ireland,0.0052,-0.1671,3/21/2023,Currency unhedged,Yes,Yes
LU0292106084,DBX1F0,Xtrackers MSCI Europe Industrials ESG Screened UCITS ETF 1C,Xtrackers,135.06,107.14,139.31,0.0846,0.002,0.2187,EUR,0.0884,-0.0338,0.192,7/3/2007,DXSL,-0.0361,Luxembourg,0.004,-0.1997,3/21/2023,Currency unhedged,Yes,No
IE00BMW42413,A2QBZ3,iShares MSCI Europe Information Technology Sector UCITS ETF EUR (Acc),iShares,6.06,4.75,6.48,0.1461,0.0018,0.2939,EUR,0.1165,-0.0115,0.189,11/18/2020,ESIT,-0.0382,Ireland,0.0342,-0.2917,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0K51,A1191U,SPDR MSCI Europe Technology UCITS ETF,SPDR ETF,104.91,81.96,111.92,0.1487,0.0018,0.294,EUR,0.1182,-0.0113,0.1939,12/5/2014,SPYK,-0.0357,Ireland,0.0345,-0.2859,3/21/2023,Currency unhedged,Yes,Yes
LU0292104469,DBX1TE,Xtrackers MSCI Europe Information Technology ESG Screened UCITS ETF 1C,Xtrackers,99.53,78.85,106.91,0.1408,0.002,0.2877,EUR,0.1127,-0.0156,0.1807,6/29/2007,XS8R,-0.0442,Luxembourg,0.0352,-0.2882,3/21/2023,Currency unhedged,Yes,No
DE000ETFL086,ETFL08,Deka MSCI Europe Large Cap UCITS ETF,Deka ETFs,107.03,92.82,111.19,0.0423,0.003,0.1541,EUR,0.0429,-0.0457,0.0987,8/14/2008,EL4H,0.0192,Germany,0.0012,-0.0713,3/21/2023,Currency unhedged,Yes,Yes
IE00BFMNHK08,A2JHSG,Xtrackers MSCI Europe ESG UCITS ETF 1C,Xtrackers,25.19,21.48,26.17,0.0505,0.002,0.1662,EUR,0.0497,-0.0459,0.1016,5/8/2018,XZEU,-0.0127,Ireland,0.0028,-0.1326,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0L68,A1191V,SPDR MSCI Europe Materials UCITS ETF,SPDR ETF,266.48,232.89,300.18,0.0088,0.0018,0.2193,EUR,0.0118,-0.074,0.1005,12/5/2014,SPYP,-0.0745,Ireland,-0.0004,-0.0906,3/21/2023,Currency unhedged,Yes,Yes
LU0292100806,DBX1SB,Xtrackers MSCI Europe Materials ESG Screened UCITS ETF 1C,Xtrackers,135.3,115.22,148.67,0.0367,0.002,0.2165,EUR,0.0406,-0.0619,0.1271,6/26/2007,DXSC,-0.0635,Luxembourg,0.0076,-0.129,3/21/2023,Currency unhedged,Yes,No
LU1681041544,A2H566,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,Amundi ETF,114.74,98.16,126.75,0.0316,0.0023,0.1938,EUR,0.0348,-0.0705,0.0701,1/31/2018,X13N,-0.0727,Luxembourg,-0.0594,-0.1939,3/17/2023,Currency unhedged,Yes,No
DE000ETFL292,ETFL29,Deka MSCI Europe MC UCITS ETF,Deka ETFs,11.6,9.73,12.75,0.0401,0.003,0.1909,EUR,0.0478,-0.0624,0.0999,6/9/2009,EL43,-0.0736,Germany,-0.0078,-0.1941,3/21/2023,Currency unhedged,Yes,Yes
IE00BYXYX745,A2DRG1,iShares MSCI Europe Mid Cap UCITS ETF,iShares,5.56,4.74,6.13,0.0437,0.0015,0.1917,EUR,0.0517,-0.0599,0.1042,6/6/2017,QDVV,-0.0674,Ireland,-0.0054,-0.1883,3/21/2023,Currency unhedged,Yes,Yes
IE00BF20LF40,A2DRG3,iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc),iShares,6.34,5.27,6.78,0.0452,0.0015,0.192,EUR,0.0522,-0.0587,0.1062,5/22/2017,2B72,-0.0672,Ireland,-0.0048,-0.1897,3/21/2023,Currency unhedged,Yes,Yes
IE00BQN1KC32,A12DPQ,iShares Edge MSCI Europe Size Factor UCITS ETF,iShares,7.5,6.26,8.12,0.0393,0.0025,0.197,EUR,0.0482,-0.0633,0.1012,1/16/2015,CEMT,-0.0738,Ireland,-0.008,-0.1863,3/21/2023,Currency unhedged,Yes,Yes
LU1681041627,A2H57F,Amundi MSCI Europe Minimum Volatility Factor UCITS ETF EUR (C),Amundi ETF,116.95,103.57,124.9,0.0431,0.0023,0.1286,EUR,0.0439,-0.0172,0.0716,4/18/2018,MIVA,-0.0318,Luxembourg,0.0096,-0.1342,3/21/2023,Currency unhedged,Yes,No
IE00B86MWN23,A1J783,iShares Edge MSCI Europe Minimum Volatility UCITS ETF,iShares,51.56,45.67,54.99,0.0428,0.0025,0.1298,EUR,0.0436,-0.0176,0.0713,11/30/2012,EUN0,-0.0301,Ireland,0.0093,-0.1371,3/21/2023,Currency unhedged,Yes,Yes
